gene_name,p_val_adj
P2 gene for c subunit of mitochondrial ATP synthase gene extracted from H.sapiens gene for mitochondrial ATP synthase c subunit (P2 form),0.5018517183123663
P63 mRNA for transmembrane protein,0.5020524249038185
ERCC5 DNA excision repair protein ERCC5,0.5024886360264051
MST1R Protein-tyrosine kinase RON,0.5026617278877118
GB DEF = Neurotensin receptor,0.5026731156683668
"PPP4C Protein phosphatase 4 (formerly X), catalytic subunit",0.5026905313247463
"CHRNA7 Cholinergic receptor, nicotinic, alpha polypeptide 7",0.5026905313247463
OZF mRNA,0.5026905313247463
COATOMER BETA' SUBUNIT,0.5026905313247463
Cl.1042 mRNA of DEAD box protein family,0.5033053120555978
SOX4 SRY (sex determining region Y)-box 4,0.5033053120555978
MADER mRNA,0.5033053120555978
"ETFB Electron-transfer-flavoprotein, beta polypeptide",0.5033053120555978
RNA-BINDING PROTEIN FUS/TLS,0.5033053120555978
"ATP6E ATPase, H+ transporting, lysosomal (vacuolar proton pump) 31kD",0.5056754166826167
"Proteasome-like subunit MECL-1 gene extracted from H.sapiens genes for proteasome-like subunit (MECL-1), chymotrypsin-like protease (CTRL-1) and protein serine kinase (PSK-H1) last exon",0.5061735673318686
GPX4 Phospholipid hydroperoxide glutathione peroxidase,0.5061735673318686
ENG Endoglin (Osler-Rendu-Weber syndrome 1),0.5063415171573893
MONOCYTE CHEMOTACTIC PROTEIN 3 PRECURSOR,0.5064498764424473
Humig mRNA,0.506661541099135
GB DEF = Endogenous retrovirus mRNA for ORF,0.5067358654929184
Retinoblastoma-binding protein (RbAp46) mRNA,0.5068088498466846
"PPP1CC Protein phosphatase 1, catalytic subunit, gamma isoform",0.5068088498466846
"SSR2 Signal sequence receptor, beta",0.5068523044824691
RETINOBLASTOMA BINDING PROTEIN P48,0.5068523044824691
"ITGA7 Integrin, alpha 7B",0.5073475605814441
CB2 (peripheral) cannabinoid receptor gene extracted from H.sapiens mRNA for CB2 (peripheral) cannabinoid receptor,0.5085296011131413
Gal-beta(1-3/1-4)GlcNAc alpha-2.3-sialyltransferase,0.5088592798617476
Receptor protein tyrosine kinase,0.5107946044954451
CDC21 HOMOLOG,0.5107946044954451
CDC46 HOMOLOG,0.5107946044954451
"T-COMPLEX PROTEIN 1, GAMMA SUBUNIT",0.510957207029187
HUMM9 mRNA,0.5112108031339663
REL V-rel avian reticuloendotheliosis viral oncogene homolog,0.5116601645193953
HEK2 mRNA for protein tyrosine kinase receptor,0.5116601645193953
PBP Prostatic binding protein,0.5120043978253659
Golgi antigen gcp372,0.5126458541215336
FAU Finkel-Biskis-Reilly murine sarcoma virus (FBR-MuSV) ubiquitously expressed (fox derived),0.5140861835470081
SHB SHB adaptor protein (a Src homology 2 protein),0.5145358662890867
Rab 13,0.5145358662890867
TEGT Testis enhanced gene transcript,0.5145758944573335
OX40L RECEPTOR PRECURSOR,0.5152355547869858
GLUTAMINYL-TRNA SYNTHETASE,0.5152355547869858
"HLON ATP-dependent protease mRNA, nuclear gene encoding  mitochondrial protein",0.5155977431072268
YRRM1,0.5155977431072268
GB DEF = DAP-kinase mRNA,0.5157148785447172
DAP-1 mRNA,0.5157148785447172
RY-1 mRNA for putative nucleic acid binding protein,0.5157148785447172
"MPV17 MpV17 transgene, murine homolog, glomerulosclerosis",0.5171325526306326
GLRX Glutaredoxin (thioltransferase),0.5171325526306326
MT1L Metallothionein 1L,0.5172777362854883
DNA-BINDING PROTEIN NEFA PRECURSOR,0.5182723592548335
P40phox,0.5186616448749225
CDNA for RFG,0.5186616448749225
TXN Thioredoxin,0.5186616448749225
"Red cell anion exchanger (EPB3, AE1, Band 3) 3' non-coding region",0.5195555245034422
Cyclin G1 mRNA,0.5203363269158365
IKBL mRNA,0.520480918182681
"Alpha(1,3)fucosyltransferase mRNA",0.5205494948855405
HnRNP-E2 mRNA,0.5205494948855405
Brk mRNA for tyrosine kinase,0.5207937894320543
Translin,0.5207937894320543
CRAT Carnitine acetyltransferase,0.5212304116385216
"KIAA0131 gene, partial cds",0.521337184352505
GB DEF = HZF1 mRNA for zinc finger protein,0.5218193024868767
ZNF2 Zinc finger protein 2 (A1-5),0.5223248907915683
ERF-2 mRNA,0.5237873555927774
GB DEF = ERF-1 mRNA 5' end,0.5254060173398785
ERF-1 mRNA 3' end,0.5254060173398785
Rab GDI alpha,0.5255883778038025
GB DEF = Notch 3 DNA sequence,0.5255965781322316
HNRPA1 Heterogeneous nuclear ribonucleoprotein A1,0.5256263810580029
YPT3 mRNA,0.525886166778806
GB DEF = Ray mRNA,0.525886166778806
Mrp17 mRNA,0.5259899236814829
Lrp mRNA,0.5271434262440896
"CDH5 Cadherin 5, VE-cadherin (vascular epithelium)",0.5275109210819362
B-cam mRNA,0.5290585613616283
MLN64 mRNA,0.5292371410797647
MLN51 mRNA,0.5316772474778694
MLN62 mRNA,0.5325793656236467
mRNA (clone C-2k) mRNA for serine/threonine protein kinase,0.5328931793071864
"PHOSPHORYLASE B KINASE ALPHA REGULATORY CHAIN, LIVER ISOFORM",0.5332653544417629
ERK3 protein kinase mRNA,0.5336401312053367
RPL27 Ribosomal protein L27,0.5336973018486089
GB DEF = P85 beta subunit of phosphatidyl-inositol-3-kinase,0.5337444799130691
"PPP1CB Protein phosphatase 1, catalytic subunit, beta isoform",0.5349521800763569
Gdf5 gene,0.5377244244482221
GB DEF = Nov gene,0.5389484793928376
HCG V mRNA,0.5393618321772728
COATOMER DELTA SUBUNIT,0.5393618321772728
6C6-Ag mRNA,0.5417569522251614
Staf50 mRNA,0.5441461949996999
BETA-CENTRACTIN,0.5441461949996999
TCL1 gene (T cell leukemia) extracted from H.sapiens mRNA for Tcell leukemia/lymphoma 1,0.5441461949996999
EMD Emerin (Emery-Dreifuss muscular dystrophy),0.5441461949996999
MLN50 mRNA,0.5441461949996999
FBLN2 Fibulin 2,0.5441461949996999
SPHAR gene for cyclin-related protein,0.5444677539770099
DLG2 Homolog 2 of Drosophila large discs,0.5452593050052136
"K+ channel beta 1a subunit mRNA, alternatively spliced",0.5452593050052136
"ATP5O ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit (oligomycin sensitivity conferring protein)",0.5462474452299376
DNA ligase IV,0.5470559226598857
ARSE mRNA,0.5470559226598857
Transcription factor TFIID subunit TAFII28,0.549051368984793
NUCLEAR FACTOR RIP140,0.549051368984793
Mediator of receptor-induced toxicity,0.5493188156520445
Ribosomal S6 kinase,0.5493188156520445
Sm protein F,0.5493188156520445
Sm protein G,0.5493188156520445
DARC gene,0.5493188156520445
BINDING REGULATORY FACTOR,0.549354699723912
"GB DEF = DNA sequence from intron 22 of the factor VIII gene, Xq28. Contains the end of a 9.5kb repeated region, int22h-1, involved in many cases of haemophilia",0.551090036040359
MUF1 protein,0.5514585913524862
Acidic hair keratin 1,0.5538443520253485
"Nucleolar protein, HNP36",0.554365392944799
218kD Mi-2 protein,0.5543756173206181
FAST kinase,0.5550059774747029
Major astrocytic phosphoprotein PEA-15,0.5550059774747029
CTSC Cathepsin C,0.5550059774747029
Processing a-glucosidase I,0.5550059774747029
HFat protein,0.5590238860574583
"CTNNB1 Catenin (cadherin-associated protein), beta 1 (88kD)",0.5590238860574583
RPS11 Ribosomal protein S11,0.5615457993375707
UROD Uroporphyrinogen decarboxylase,0.5619207157023595
"Ung gene (uracil-DNA-glycosylase, UNG2) extracted from H.sapiens ung gene for uracil DNA-glycosylase",0.5636064764794382
Putative MT4-MMP protein,0.5636250908801126
TGIF protein,0.5643090820850162
Mitochondrial capsule selenoprotein,0.5643090820850162
BCL7 B cell lymphoma protein 7B,0.5643090820850162
Uridine phosphorylase,0.565829368064662
Gp25L2 protein,0.565829368064662
TXNRD1 Thioredoxin reductase,0.568101392052684
WHITE PROTEIN HOMOLOG,0.568101392052684
SERYL-TRNA SYNTHETASE,0.5717452469092135
TFCOUP2 Transcription factor COUP 2 (a.k.a. ARP1),0.5718708247290439
Icln protein,0.5722330318333109
GAIP protein,0.5722330318333109
Transmembrane protein rnp24,0.5722330318333109
Bleomycin hydrolase,0.5722330318333109
Novel gene in Xq28 region,0.5724048438583814
Phosphoenolpyruvate carboxykinase,0.5724844336779842
BETA-DEFENSIN 1 PRECURSOR,0.5725497912932536
Tafazzins protein,0.5725497912932536
ITBA2 protein,0.5749095156205212
Protein phosphatase 6,0.5749095156205212
RAB7 protein,0.5755050978728987
GB DEF = Telomeric DNA binding protein (orf2),0.5755050978728987
Protein-tyrosine-phosphatase (tissue type: foreskin),0.5761104249423509
Protein-tyrosine-phosphatase (tissue type: testis),0.5785037814687116
AFX protein,0.5787899062134767
Novel T-cell activation protein,0.5794929887472757
ERp31 protein,0.5820875392632366
Zyxin,0.5823441848155033
"Erm gene, exon 2,3,4,5 (and joined CDS)",0.5823441848155033
GB DEF = ROX protein,0.5839765592145758
DGCR6 protein,0.5870642675442834
NOV Nephroblastoma overexpressed gene,0.5880339871942154
FAN protein,0.5881457837872079
D1075-like gene,0.5881457837872079
GB DEF = AICL (activation-induced C-type lectin),0.5903875622128785
L-3-hydroxyacyl-CoA dehydrogenase,0.5913758484191817
GB DEF = 5' mRNA of PECAM-1 molecule,0.5913758484191817
Gene encoding mitochondrial citrate transport protein,0.5916577384011585
Urea transporter,0.5920328095554815
EEF2 Eukaryotic translation elongation factor 2,0.592034523245405
"TFE3 transcription factor gene extracted from H.sapiens TFE3 gene, exons 1,2,3 (and joined CDS)",0.592102785734719
GB DEF = Ptg-1 protein,0.592326793541995
GB DEF = Adipophilin,0.593349626027517
TIM17 preprotein translocase,0.5939829571343355
"TNR Tenascin R (restrictin, janusin)",0.5944182638348325
MACH-alpha-2 protein,0.5953514367478878
Sortilin,0.5953890574338118
"M-phase phosphoprotein, mpp11",0.5953890574338118
"M-phase phosphoprotein, mpp5",0.5953890574338118
"M-phase phosphoprotein, mpp6",0.5953890574338118
GB DEF = Myosin-IE,0.5955574814099872
Myosin-I beta,0.5979301288277101
RNA helicase (Myc-regulated dead box protein),0.598135520512076
Dynactin,0.598135520512076
"NRGN gene, exons 2,3 & 4 (joined CDS)",0.598135520512076
"GB DEF = Hair keratin, hHb5",0.5998347196994723
"GB DEF = Hair keratin, hHb3",0.6009120278986702
"GB DEF = Hair keratin, hHb6",0.6009120278986702
TNNC2 Troponin C2 (fast skeletal),0.6009120278986702
Alpha-tubulin mRNA,0.6015118349302587
Sigma 3B protein,0.6015118349302587
SMT3A protein,0.6025452476570929
"Protein containing SH3 domain, SH3GL3",0.6027937268374914
mRNA from TYL gene,0.6027937268374914
GB DEF = XIAP associated factor-1,0.6033586910691011
TPRC gene,0.6033586910691011
"GB DEF = NDUFV3 gene, exon 3",0.6036601312785815
S100 calcium-binding protein A13,0.6038634780298054
"PTPRC Protein tyrosine phosphatase, receptor type, c polypeptide",0.6038634780298054
RPN1 Ribophorin I,0.6049043325008842
RPN2 Ribophorin II,0.6053711964006141
GPX1 Glutathione peroxidase 1,0.605776685054236
Adenine phosphoribosyltransferase (aprt) gene extracted from Human APRT gene for adenine phosphoribosyltransferase,0.6062204049512925
"CD58 CD58 antigen, (lymphocyte function-associated antigen 3)",0.6062502988185069
"ITGAL Integrin, alpha L (antigen CD11A (p180), lymphocyte function-associated antigen 1; alpha polypeptide)",0.6064579710705577
Nucleoside-diphosphate kinase,0.606623921158234
Exon A2 from  H.sapiens gene encoding RING finger protein./ntype=DNA /annot=exon,0.6071649312326307
RRP22 protein,0.6089478337019629
GB DEF = ASM-like phosphodiesterase 3b,0.6100969373778137
"AAD14 protein, partial",0.6102838439713988
GB DEF = MAP kinase phosphatase 4,0.61118822964619135
GB DEF = Spot14 gene,0.6112286233121526
RABAPTIN-5 protein,0.6119298140641685
CRM1 protein,0.612166120023995
GB DEF = HRX-like protein,0.6130555294627876
Alpha 4 protein,0.6130555294627876
Not56-like protein,0.6130555294627876
"Protein kinase, Dyrk2",0.6130555294627876
Alkyl-dihydroxyacetonephosphate synthase precursor,0.6130555294627876
Putative serine/threonine protein kinase,0.6150623756344848
GB DEF = Phosphoinositide 3-kinase,0.6153313700577179
GB DEF = CD171 protein,0.6155037651171974
GB DEF = CD30L protein,0.6163717011633688
GB DEF = EYA1A gene,0.6164008165302276
GB DEF = SIRP-beta1,0.6164008165302276
GB DEF = Twist gene,0.6167386898967588
GB DEF = Hypothetical protein downstream of DMPK and DMAHP,0.6179140897150602
SKAP55 protein,0.6182817782984145
HTcf-4 gene extracted from H.sapiens mRNA for beta catenin/TCF-4,0.6183775044557744
GB DEF = Mitochondrial ribosomal protein S12,0.6184720957366255
"Extracellular matrix protein collagen type XIV, C-terminus",0.6184720957366255
LEPR Leptin receptor,0.6184720957366255
"GB DEF = AMP-activated protein kinase alpha-1, partial",0.6184720957366255
GB DEF = Serine/threonine protein kinase SAK,0.619766118037682
Fb19 mRNA,0.6203640839899847
GB DEF = BCL9 gene,0.6205814629682705
GB DEF = G protein gene encoding beta 3 subunit exon 1 and promoter,0.6217980735494987
CD83 ANTIGEN PRECURSOR,0.6217980735494987
"SSR1 Signal sequence receptor, alpha",0.6217980735494987
RING1 Ring finger protein 1,0.6222731166506602
COX7B Cytochrome c oxidase subunit VIIb,0.6239859548477329
MHC-encoded proteasome subunit gene LAMP7-E1 gene (proteasome subunit LMP7) extracted from H.sapiens gene for major histocompatibility complex encoded proteasome subunit LMP7,0.6250064612288081
"PRKCZ Protein kinase C, zeta",0.6254620873725313
"CRFB4 Cytokine receptor family II, member 4",0.6259092259211527
ZINC FINGER PROTEIN PLZF,0.6264127574486681
CNTN1 Contactin 1,0.6271357838641327
EEF1D Eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein),0.6271357838641327
SERINE/THREONINE-PROTEIN KINASE RECEPTOR R2 PRECURSOR,0.6271431046009928
Thiol-specific antioxidant protein mRNA,0.6284931726455311
Kinectin gene,0.629337496770265
Encoding CLA-1 mRNA,0.6297432802212677
HSPB1 Heat shock 27kD protein 1,0.6312286157118274
APOPTOSIS REGULATOR BCL-X,0.631316396674113
Garp gene mRNA,0.6323033193176061
Nuclear pore complex protein hnup153,0.6323033193176061
GB DEF = ClC-1 muscle chloride channel protein,0.6323033193176061
DNA-DIRECTED RNA POLYMERASE II 14.4 KD POLYPEPTIDE,0.6323615723862906
EPS15 Epidermal growth factor receptor pathway substrate 15,0.6351500244838895
"PHOSPHATIDYLINOSITOL 3-KINASE CATALYTIC SUBUNIT, ALPHA ISOFORM",0.6353243834775492
"3-HYDROXYANTHRANILATE 3,4-DIOXYGENASE",0.6357062989971716
Alpha-CP1 mRNA,0.6357062989971716
BCMA B cell maturation factor,0.6357062989971716
MitF mRNA,0.6366211174617842
Orphan nuclear hormone receptor,0.6372755490540938
CD69 CD69 antigen (early T cell activation antigen),0.6385800672216272
"CDO1 Cysteine dioxygenase, type 1",0.638788040567612
GB DEF = CD36 gene exon 15,0.6394661925164824
SURF1 Surfeit 1,0.6397052431462512
Ndr protein kinase,0.6408823342652684
TTF mRNA for small G protein,0.6408823342652684
PEBP2aC1 acute myeloid leukaemia mRNA,0.6414095460300555
ECE1 Endothelin converting enzyme 1,0.6414095460300555
Novel glucocorticoid receptor-associated protein,0.6424213542101631
CCNF Cyclin F,0.6432867124883185
GB DEF = Net transcription factor,0.6437587327521367
BAT1 mRNA for nuclear RNA helicase (DEAD family),0.6437587327521367
HK2 mRNA for hexokinase II,0.6437587327521367
Phosphatidylinositol 3-kinase,0.6437794918844806
mRNA encoding GPI-anchored protein p137,0.6437794918844806
PXR1 Peroxisome receptor 1,0.6437794918844806
SDC1 Syndecan 1,0.6437794918844806
MT-MMP protein,0.6437794918844806
GB DEF = XG mRNA (clone PEP6),0.6440325220863048
Disintegrin-metalloprotease (partial),0.6442445854443795
GB DEF = Retrotransposon,0.6457118959379744
HISTONE H3.3,0.6468426953187307
Spermine synthase,0.6469634152972157
OBF-1 mRNA for octamer binding factor 1,0.6475328691238382
L23-related mRNA,0.6480748181265827
Chemokine HCC-1,0.6491100840026763
Guanidinoacetate N-methyltransferase,0.6500077626106577
Surface glycoprotein,0.6521221773378247
Sds22-like mRNA,0.6526923982964926
Leucine zipper protein,0.6533598117869674
CLPP,0.654354840706501
Interferon regulatory factor 3,0.6550047474097265
"Chloride channel protein (CLCN7) mRNA, partial cds",0.6557178786957865
H-IDH gamma gene (NAD(H)-specific isocitrate dehydrogenase gamma-subunit precursor) extracted from H.sapiens IDH gamma gene and TRAP delta gene,0.6573386061168122
GB DEF = Imogen 38,0.6580306072543535
"Adenosine triphosphatase, calcium",0.6581152987505562
GB DEF = mRNA (clone ICRFp507L1876),0.6581383998218353
GB DEF = 5'UTR for unknown protein (clone ICRFp507C0696),0.6582758187365362
GB DEF = 5'UTR for unknown protein (clone ICRFp507O0882),0.6583799732935799
Vacuolar-type H(+)-ATPase 115 kDa subunit,0.6583799732935799
Herpesvirus associated ubiquitin-specific protease (HAUSP),0.6592577165345528
Protease inhibitor 12 (PI12; neuroserpin),0.659367397550358
"5-aminolevulinic acid synthase gene extracted from Human DNA sequence from PAC 296K21 on chromosome X contains cytokeratin exon, delta-aminolevulinate synthase (erythroid); 5-aminolevulinic acid synthase.(EC 2.3.1.37). 6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase (EC 2.7.1.105, EC 3.1.3.46), ESTs and STS",0.659860865964428
"Zeta-globin 1 gene extracted from Human DNA sequence from cosmid GG1 from a contig from the tip of the short arm of chromosome 16, spanning 2Mb of 16p13.3 Contains alpha and zeta globin genes and ESTs",0.659860865964428
"Alpha-globin 1 gene extracted from Human DNA sequence from cosmid GG1 from a contig from the tip of the short arm of chromosome 16, spanning 2Mb of 16p13.3 Contains alpha and zeta globin genes and ESTs",0.6642203537400958
"GB DEF = DNA sequence from PAC 398C22 on chromosome 22q11.2-qter. Contains Brain Protein E46 like sequences, ESTs",0.6642203537400958
"DNA binding protein from  Human DNA sequence from PAC 339A18 on chromosome Xp11.1-Xp11.4. Contains KIAA0178 gene, similar to mitosis-specific chromosome segregation protein SMC1 of S.cerevisiae, DNA binding protein similar to URE-B1, ESTs and STS./ntype=DNA /annot=CDS",0.6646743500006523
GB DEF = Galectin-9 isoform,0.6647329015055963
PRPS1 Phosphoribosyl pyrophosphate synthetase subunit I,0.6647329015055963
FACL1 Long chain fatty acid acyl-coA ligase,0.6653098373430806
LTK Leukocyte tyrosine kinase,0.6656035457589562
"HADHA Hydroxyacyl-Coenzyme A dehydrogenase/3-ketoacyl-Coenzyme A thiolase/enoyl-Coenzyme A hydratase (trifunctional protein), alpha subunit",0.6669021998362591
Mitochondrial 3-ketoacyl-CoA thiolase beta-subunit of trifunctional protein,0.6672712994275628
HHR23A protein,0.6673487326615677
"KIAA0006 gene, partial cds",0.6680411267803191
"Type 1 inositol 1,4,5-trisphosphate receptor",0.6680411267803191
GGTB2 Glycoprotein-4-beta-galactosyltransferase 2,0.6699464543096975
"KIAA0072 gene, partial cds",0.6713495882346753
MCM3 Minichromosome maintenance deficient (S. cerevisiae) 3,0.6727012543939866
TBXA2R Thromboxane A2 receptor,0.6730396292276972
CBFA2 Proto-oncogene AML1 {alternative products},0.6730396292276972
Kidney mRNA for zinc-finger DNA-binding protein,0.6732289062315596
